nll,nlpd,nll_val,nlpd_val
1.4795005,8.096636,1.486702,8.118963
1.441804,6.531891,1.4498581,6.6840343
1.4357239,5.151362,1.4448097,5.3797994
1.4356987,5.473505,1.4463321,5.3844643
1.4241575,4.69038,1.4348799,4.9461884
1.4302754,4.925368,1.4408853,4.842266
1.4380826,4.778943,1.447749,4.620754
1.4165212,4.7920303,1.4272622,4.76293
1.4124856,4.3853445,1.4235849,4.18266
1.4098332,4.0749593,1.4213258,4.140173
1.4101485,3.9821308,1.4221989,3.824947
1.4132364,3.9977949,1.4258224,3.8883557
1.4238,3.8625813,1.436901,3.7368405
1.4104036,4.10462,1.4222578,4.184843
1.4247009,3.608477,1.434743,3.6220431
1.4112413,3.425403,1.4221922,3.3669374
1.4095626,3.6649086,1.420982,3.4972003
1.4260298,3.4080489,1.4393541,3.4483962
1.4864018,3.3983335,1.5017266,3.295781
1.4636598,3.5889115,1.4784666,3.6601648
1.4614537,3.3498538,1.4761708,3.589827
1.4274764,3.1988103,1.4406241,3.2493231
1.431744,3.280298,1.4450309,3.2323031
1.4205735,3.0244749,1.4333065,2.9751093
1.4165905,3.0759578,1.4291607,3.0876174
1.421638,3.315444,1.431841,3.3636878
1.4339287,3.0955055,1.4474083,3.0872931
1.4110283,3.3234422,1.4230148,3.268619
1.4112718,2.8629181,1.4223639,2.9726002
1.4116024,2.9932761,1.4228348,2.9529
1.416977,2.8529968,1.429724,2.9301968
1.4506192,2.8641682,1.4646841,2.896535
1.4427704,2.8079946,1.4565592,2.8703516
1.5068907,2.9349413,1.5222442,3.0432856
1.5446271,2.5743442,1.5607173,2.664927
1.6012068,2.9838188,1.6181521,3.088622
1.5480872,2.9195855,1.5642089,3.0956411
1.4614662,2.6732316,1.4758643,2.7441418
1.6769582,2.8304813,1.6949103,2.8125837
1.4794892,2.7502267,1.4943323,2.7739327
1.5014195,2.5380557,1.5167019,2.6975868
1.5218512,2.8441987,1.5375253,2.8155112
1.5778092,2.6075866,1.5943502,2.6457605
1.4779693,2.7014399,1.4928305,2.7426143
1.4891135,2.8269594,1.5041951,2.7600396
1.5975828,2.5550969,1.6143223,2.512298
1.4136541,2.3740823,1.4262731,2.3518643
1.4889334,2.746493,1.4980164,2.7220674
1.4726951,2.5110722,1.4820762,2.5999706
1.4484934,2.334876,1.458486,2.3495522
1.4382012,2.4125092,1.4486036,2.4623454
1.704513,2.6818237,1.7113123,2.7377276
1.7532086,2.6397433,1.7596053,2.7602162
1.6009433,2.4644728,1.6087494,2.4340544
1.4313189,2.4077308,1.4420172,2.4011393
1.4326072,2.328411,1.4432678,2.312298
1.5984833,2.5755978,1.606349,2.526865
1.4361852,2.2450573,1.4467267,2.2453272
1.4221021,2.3101244,1.4331847,2.409134
1.4106445,2.0888674,1.422586,2.1665351
1.5638068,2.3200328,1.5721085,2.37571
1.5492369,2.485848,1.5577414,2.4697244
1.558606,2.2706385,1.5669969,2.2744768
1.4429716,2.19362,1.4533511,2.2133462
1.4342102,2.2502594,1.4448504,2.2977269
1.5952644,2.367828,1.6032501,2.3773143
1.418368,2.0117648,1.4314651,2.0646908
1.4742318,2.0110023,1.4889351,2.0445073
1.4142082,2.0898376,1.427044,2.0803356
1.4954115,2.1732216,1.5047393,2.2267032
1.4922533,2.1173384,1.501636,2.1949506
1.4414686,2.1036215,1.4519303,2.1665628
1.4534805,2.0189686,1.4677454,2.0812683
1.7324076,2.3663416,1.7502286,2.377836
1.429933,2.0584135,1.4435282,2.0980577
1.45388,2.0491183,1.4640316,2.030103
2.275195,3.0852356,2.2784593,3.1664042
1.9938163,2.520494,1.9986298,2.5959556
2.133583,2.7495716,2.1375558,2.8003728
1.5093468,2.0920165,1.5184648,2.1103516
1.4162205,1.9420203,1.427649,1.9887315
1.4318945,2.1044192,1.4455254,2.140562
1.4110544,2.0794034,1.4235628,2.1163008
1.6884408,2.2159727,1.7057788,2.274322
1.4104801,1.9269525,1.4224635,1.9577802
1.4567286,2.1259844,1.4710248,2.1568792
1.4104944,1.9336125,1.4224781,1.9452026
1.4100101,1.9290187,1.4222149,1.9731531
1.4624952,2.092927,1.4724748,2.094435
1.6103522,2.1786635,1.6182263,2.224025
1.4679427,2.0660896,1.4824755,2.1089272
1.8107457,2.3166955,1.8290848,2.381769
1.4839274,1.9072918,1.4987578,1.9474282
1.4116409,1.933264,1.4234453,1.9609978
1.7403066,2.1937168,1.7580595,2.1969252
1.8563099,2.3367972,1.8749664,2.3342435
2.0880518,2.3160448,2.1082144,2.340674
1.4277508,1.8314185,1.4412289,1.852338
1.4248494,1.8710678,1.4358675,1.9009883
1.4673742,1.9017663,1.4772596,1.9149537
1.8447945,2.6042552,1.8506539,2.6376293
1.6762468,2.220703,1.6834795,2.2554572
1.4104497,1.8611121,1.4228506,1.9216459
1.4326845,1.8353506,1.4434274,1.8895259
1.4201825,1.8971233,1.4333533,1.9339156
1.4126039,1.8848617,1.4243065,1.9095968
1.4907181,1.8851087,1.5001723,1.9263467
1.5570585,2.0624728,1.5655524,2.0992792
1.6425682,2.0815227,1.650111,2.1095264
1.4735152,1.8626869,1.4832771,1.8851519
1.4111907,1.941755,1.423053,1.9559798
1.4425635,1.8193284,1.453016,1.8575928
1.5949025,1.998534,1.6112599,2.0488884
1.4128538,1.9390475,1.4255675,1.9559606
1.4924455,1.8335491,1.5074197,1.8788142
1.4158152,1.8525326,1.4287506,1.8629078
1.5139017,1.8530381,1.5292195,1.8671287
1.4106917,1.8227098,1.4226332,1.8480471
1.4873934,1.8758485,1.4968965,1.8965569
1.4239645,1.9375731,1.4350169,1.9715828
1.4101392,1.8410609,1.4224517,1.8550999
1.4283047,1.8071606,1.4418116,1.8248912
1.6491249,2.1089692,1.666057,2.1475778
1.4103594,1.7779819,1.4223716,1.7922764
1.4197395,1.7803059,1.4309806,1.8087595
1.410548,1.7616342,1.4225174,1.7759047
1.4626507,1.8521974,1.4726257,1.8812423
2.0271301,2.4337816,2.046934,2.455969
1.4109199,1.8461789,1.423411,1.8649831
1.6799272,1.9632299,1.6870941,1.9761685
1.5021282,1.7792375,1.5172644,1.7993634
1.4114356,1.7526075,1.4232652,1.7657877
1.4960839,1.8102477,1.5054396,1.82487
1.782914,2.0704088,1.7891985,2.1039279
1.7183806,2.0689347,1.7252007,2.080979
1.4472034,1.7782437,1.4575325,1.7990928
1.5016162,1.8962137,1.5167443,1.9197625
1.7665389,2.1719165,1.7729545,2.184838
1.4334756,1.81343,1.4471562,1.8332342
1.4116518,1.873579,1.4242426,1.8945068
1.463077,1.9128045,1.4730431,1.9167079
1.7229441,1.9576033,1.7297244,1.9559462
1.4950572,1.8547679,1.50443,1.868754
1.572179,1.9228994,1.5804763,1.9467031
1.6335686,2.0166276,1.6411871,2.0137913
2.3993282,2.719396,2.401894,2.7353637
1.5025338,1.825377,1.511785,1.851345
1.8485218,2.078379,1.8543063,2.0906482
1.834138,2.1070354,1.8400286,2.1161287
1.4103845,1.7451434,1.4227722,1.7654687
1.528628,1.815264,1.5374894,1.8407043
1.6513858,1.9730437,1.6588252,1.9808078
1.677844,1.958667,1.6850294,1.9704733
1.9179486,2.1363943,1.9232442,2.1483245
1.7933434,1.981506,1.7995449,1.9997699
1.4792979,1.7594128,1.4889456,1.7720889
1.4343626,1.7632546,1.4480711,1.7703658
1.7042106,2.1081693,1.7111553,2.1144886
1.6480794,2.0267146,1.6555513,2.038029
2.207479,2.5279498,2.2110286,2.5380573
1.4613836,1.7971572,1.4713855,1.8131241
1.5270855,1.8030177,1.535969,1.8235058
3.8534782,4.088913,3.8808117,4.1153207
1.5552176,1.9779487,1.5637244,1.9866692
1.4111776,1.7226782,1.4230417,1.7404456
1.5547999,1.8630409,1.5706816,1.8799756
1.7016411,2.066142,1.7086087,2.0705605
1.6614286,1.9683646,1.6687698,1.9908812
1.6154989,1.8548613,1.623306,1.871984
1.4479848,1.71844,1.462069,1.7356156
1.4821092,1.7876391,1.4969063,1.8224025
1.6114317,1.9058881,1.6279746,1.9194096
1.5504683,1.9367712,1.5662946,1.9605277
1.7800834,2.0652254,1.7981714,2.0890532
3.029012,3.385151,3.05353,3.4090083
1.8127433,2.0078797,1.8310856,2.0416648
1.495191,1.7975419,1.5102143,1.8152931
1.5545363,1.7861819,1.5630518,1.8113014
1.441973,1.7583411,1.4559014,1.7711344
1.5130453,1.8090776,1.5221337,1.8233918
1.4208375,1.6836755,1.4340426,1.7001693
4.146214,4.3575087,4.174429,4.3853073
1.7090662,1.9837909,1.7159674,1.9925994
1.5187217,1.8773115,1.5277257,1.8888049
1.7633685,2.28279,1.7698091,2.2950757
2.0226014,2.4255433,2.0272193,2.4416943
1.5285537,1.7667584,1.5374166,1.7786841
1.4916815,1.7900606,1.5066458,1.8087683
1.644608,1.9429089,1.6614952,1.9629859
1.576508,1.9278346,1.5926564,1.9517943
1.4328169,1.7452054,1.443551,1.7615871
1.6573888,1.9053978,1.6744019,1.9258987
1.5436699,1.8132565,1.5523264,1.8227199
3.1551476,3.4903681,3.180137,3.510963
1.4864147,1.712479,1.4959346,1.723099
1.4100132,1.742929,1.4222498,1.7605896
4.000611,4.268406,4.028394,4.2986383
1.7791378,2.1236367,1.7972181,2.1407733
1.485013,1.8076828,1.4998621,1.8194225
1.5859768,1.8906325,1.5941117,1.9010584
1.4237735,1.663692,1.4348338,1.6819634
1.4591209,1.6774347,1.4691715,1.6934203
1.5139378,1.8381381,1.5230128,1.8523709
1.6988912,1.9891002,1.7058833,1.9963658
1.9997705,2.1673694,2.004531,2.1686823
1.8608292,2.1428971,1.8665241,2.16064
1.5088477,1.7506206,1.5180001,1.7616602
1.4210454,1.6777239,1.4342602,1.6982638
1.4871092,1.8073447,1.5019951,1.8115722
1.4700869,1.8274744,1.4799101,1.8308747
1.5443424,1.8785983,1.5600888,1.8934944
2.8167932,3.1784258,2.817505,3.194809
1.694398,1.8576555,1.7014309,1.8770934
1.4301112,1.7160195,1.4409347,1.7273924
2.279671,2.568833,2.3008983,2.5933638
1.6925155,1.95891,1.6995654,1.9642631
1.4212272,1.6923461,1.4323977,1.7078265
1.4693515,1.6989175,1.4839076,1.714858
1.443262,1.739319,1.457225,1.7495425
1.4287348,1.7800628,1.4422573,1.7942653
1.5929052,1.9547521,1.6092434,1.9746522
1.5540816,1.783999,1.5626029,1.7983012
1.4503739,1.7732834,1.4606248,1.7824901
1.9445201,2.1859179,1.9496373,2.1917078
1.4643626,1.7310561,1.4788175,1.7495089
1.490469,1.8142296,1.5054129,1.8292303
1.7210617,1.7699422,1.7386595,1.7975289
1.4291714,1.7228878,1.4427091,1.7395047
1.4106336,1.7342776,1.4230748,1.7518611
1.513752,1.7584925,1.5228297,1.7725865
1.4750972,1.7704798,1.4848233,1.7927402
1.5890584,1.9972433,1.5971577,2.004434
1.9926094,2.017393,1.997415,2.0223427
1.6250788,1.9167182,1.6327848,1.931184
1.4297491,1.7277644,1.4405853,1.7392075
1.6772481,1.9602231,1.694451,1.9832231
1.522042,1.7579999,1.5374804,1.776723
1.4611918,1.7984962,1.4755794,1.8211209
1.547991,1.7372115,1.5565909,1.7462382
1.7797852,2.0586793,1.7978705,2.0780878
2.781059,3.1090443,2.8045945,3.1374161
1.7074064,1.9668679,1.7248842,1.9849719
1.5140522,1.7054619,1.5231253,1.7172259
1.4562042,1.753993,1.4663197,1.7611356
1.4105606,1.7132152,1.4229873,1.7248852
1.7233691,2.0762432,1.7409868,2.091787
1.4242225,1.6347084,1.4352645,1.6451422
1.4524289,1.7082877,1.4666204,1.73198
1.6583534,1.9635884,1.6657245,1.9886655
1.5434525,1.8057209,1.5591869,1.8253796
1.5845438,1.8377503,1.5926951,1.852089
1.4213415,1.6504459,1.4325069,1.6653677
1.8433409,2.2246952,1.8619125,2.245065
3.1105406,3.36985,3.1353655,3.39449
1.4732862,1.7475185,1.4879192,1.7641518
1.5773009,1.9133196,1.5934585,1.9340459
2.146201,2.2232711,2.1667066,2.24539
2.2280831,2.4614127,2.2490387,2.4834273
1.5902189,1.8774897,1.6065269,1.8898404
1.4286723,1.708522,1.4421926,1.7331128
1.4555873,1.6638181,1.4698516,1.6784339
1.8026111,2.1793227,1.8208755,2.204147
1.435625,1.7094384,1.449372,1.7220393
1.5889987,1.8475579,1.5970987,1.8577943
1.4107903,1.6167302,1.4232599,1.6372533
1.4359246,1.701591,1.4496809,1.7127063
1.6983701,1.8937641,1.715767,1.9191737
1.4130739,1.6758006,1.425808,1.6935124
1.4107039,1.7098008,1.4226432,1.7242302
1.4906131,1.8308096,1.5055594,1.848311
1.6046412,1.873236,1.6211103,1.8863542
1.4871279,1.7606771,1.502014,1.7816902
1.4207413,1.7045919,1.433942,1.7221997
1.4173137,1.6871736,1.4286822,1.6978872
1.4102033,1.6670855,1.4225395,1.6764506
1.42724,1.623809,1.4407085,1.6295195
1.4646957,1.6437922,1.4791573,1.6569475
1.5968981,1.863004,1.6132814,1.8816556
1.6378236,1.9461367,1.6546425,1.9596268
1.5939332,1.7891697,1.610283,1.8098346
1.4379479,1.6817842,1.4517636,1.7051063
1.4171077,1.7377148,1.4284881,1.76061
1.4483905,1.7254987,1.4586898,1.7382371
1.4266638,1.7049837,1.4401109,1.7123893
1.4786952,1.687465,1.488354,1.6974871
1.4122305,1.7086734,1.4239697,1.7187784
1.5394195,1.7513162,1.5481327,1.7672209
1.5371045,1.8012959,1.5527537,1.8170018
1.4197018,1.6625587,1.4309449,1.6766498
1.649,1.9039001,1.656463,1.9102355
1.9218285,2.175116,1.9270976,2.175174
1.8780006,2.0979846,1.8835728,2.1065829
1.5051278,1.7872856,1.514338,1.8016326
1.5753039,1.8191665,1.5835637,1.8294246
1.4865886,1.6998165,1.5014654,1.7186465
2.2965336,2.4375303,2.317848,2.4628966
1.6590247,1.9255456,1.6760539,1.9451576
1.5162809,1.6977783,1.5316346,1.7168134
1.5749004,1.8833684,1.5910295,1.8924731
1.4099966,1.7128816,1.4221885,1.7286378
1.4421872,1.6620276,1.4526469,1.674466
1.4329575,1.6641843,1.4466219,1.6806434
1.474596,1.7406579,1.4892542,1.7559872
1.4814737,1.6898106,1.4962593,1.7044251
1.57461,1.8638153,1.5907357,1.8808684
1.6963689,1.9689223,1.7137479,1.9866309
1.4139187,1.6671518,1.4255091,1.682723
1.5262787,1.83418,1.5417777,1.8540635
1.5318683,1.7768584,1.5474457,1.7938395
1.8709613,2.1581237,1.8897327,2.1793365
1.4815135,1.765066,1.4963,1.7846675
1.6626668,1.9055616,1.6797312,1.9258806
1.834446,1.9860332,1.8529515,2.006253
2.9464507,3.2548368,2.9706507,3.2786393
1.4368464,1.6752176,1.45063,1.690816
1.4106855,1.6806419,1.4226283,1.6854806
1.4949495,1.8445921,1.5099685,1.8571012
1.6253278,1.8490821,1.6330314,1.8589773
1.4428366,1.7161222,1.4532787,1.726725
1.4286368,1.7121344,1.4395115,1.7251877
1.5201548,1.8020114,1.5291377,1.8062224
1.4405137,1.677584,1.4510192,1.6874137
1.5236531,1.8687394,1.5325855,1.8816687
1.4121431,1.6308947,1.4238914,1.6464456
1.4392006,1.6873684,1.4497427,1.7003931
1.9126539,2.315415,1.9179852,2.3199778
1.432581,1.696064,1.4462333,1.7073753
1.4806108,1.7081826,1.4953809,1.726215
1.4356347,1.6617931,1.4462811,1.6775571
1.4561808,1.6777856,1.4662967,1.6957597
1.4104979,1.653394,1.4229116,1.6717637
1.5162838,1.7034178,1.5253235,1.7154081
1.4125111,1.6780549,1.4242222,1.6952221
1.4538832,1.698631,1.4640515,1.7078848
1.6092552,1.826955,1.6171296,1.8352468
1.5024204,1.7722021,1.5116736,1.7819943
1.4604589,1.7280042,1.4704806,1.7402006
1.444223,1.6663803,1.4582115,1.6794581
1.456347,1.6765125,1.4706287,1.6959243
1.4100918,1.7578173,1.4221941,1.7765753
1.5054754,1.7634759,1.5206646,1.7843934
1.4100157,1.6610886,1.4221702,1.6736965
1.4251494,1.6538669,1.4361544,1.6629684
1.8811249,2.1160038,1.886675,2.1249518
1.4691004,1.7032434,1.4789432,1.7143742
1.6077911,1.9309233,1.6156815,1.9392418
1.5416166,1.8164973,1.5573264,1.8332313
1.4127569,1.633289,1.424445,1.6471362
1.4195524,1.6766764,1.4308028,1.6889635
1.4140747,1.6349102,1.42689,1.6495787
1.5114799,1.7460225,1.5267615,1.7603987
2.2317476,2.7330825,2.2527225,2.7573442
1.611931,1.9266945,1.6284794,1.948591
2.1410434,2.3707538,2.1615195,2.3985264
1.7387179,1.9334708,1.7564666,1.9544024
1.5071049,1.7865202,1.5162841,1.7950453
1.60223,1.813025,1.6101812,1.8211706
1.8793346,2.1101046,1.8848976,2.1173775
1.6499405,1.8029597,1.657394,1.8147961
1.4891956,1.7381923,1.4986674,1.7489275
1.5161002,1.7257698,1.5251429,1.7353839
1.5625694,1.7760634,1.5709839,1.7863331
1.41049,1.6562266,1.4224718,1.6707778
1.4294883,1.6868215,1.4403334,1.7125273
1.7229209,1.9494678,1.7297008,1.953674
1.4125113,1.6196575,1.4242225,1.6326599
1.4683493,1.765403,1.4828854,1.7802317
1.5245943,1.7439591,1.5400693,1.7611759
1.4744645,1.7417687,1.4842027,1.7525518
1.7798702,2.0850182,1.7861779,2.0898902
1.5147924,1.6756632,1.5238546,1.6815994
1.6695391,1.9437649,1.6768029,1.951817
1.457194,1.6658633,1.4714944,1.6819596
1.5281587,1.7891296,1.5370269,1.8017952
1.704747,1.9183015,1.7116866,1.9254987
1.447269,1.6817287,1.4575965,1.69486
2.5630066,2.713981,2.5856016,2.7370613
1.5847198,1.788683,1.6009643,1.8057903
1.4991328,1.7766142,1.5084386,1.7872301
1.4236202,1.7151604,1.4369473,1.7244612
1.4273431,1.6941762,1.4408154,1.7068206
1.4111105,1.6524811,1.4229842,1.6637568
1.9316802,2.1773844,1.9368829,2.1839893
1.4172645,1.6551208,1.4302868,1.6666932
1.4394964,1.674898,1.4500301,1.6886045
1.6583941,1.9176394,1.6754172,1.9355886
1.6197681,1.7940688,1.6364002,1.8121146
1.4312292,1.7041426,1.4420149,1.7151287
1.4320129,1.6134527,1.4456465,1.6288756
1.4102831,1.6797943,1.4226441,1.6959959
1.6510432,1.9604232,1.6679944,1.9785731
1.5017842,1.7367772,1.5169147,1.7535708
1.412764,1.6267369,1.4244515,1.6395127
1.4146405,1.6672528,1.4274973,1.6831065
1.4174106,1.6641362,1.4287738,1.6717156
1.4222127,1.6444337,1.4333392,1.658092
2.6167307,2.80171,2.6182897,2.8047729
1.6497967,1.9346355,1.6572516,1.9457285
1.4107295,1.6647243,1.4231886,1.6774819
1.4362524,1.7435443,1.4468802,1.7617868
1.4191542,1.6621946,1.4322777,1.6769677
1.4570392,1.7238289,1.4671359,1.7351183
1.5065031,1.7594131,1.5217084,1.7782791
1.4106104,1.6782911,1.4230472,1.691407
1.6041248,1.8042865,1.6205883,1.8215511
1.4723941,1.7085053,1.4821721,1.7187525
1.4376351,1.663285,1.448222,1.6767262
1.9517366,2.0473452,1.9568061,2.053481
1.4194883,1.6208912,1.4307418,1.6326659
1.4384989,1.6680784,1.4490609,1.6795621
1.681118,1.8979247,1.6882728,1.9042126
1.4149764,1.6921653,1.4278567,1.7067243
1.4163512,1.6910293,1.4277761,1.7020684
1.4585578,1.7464488,1.4686209,1.7589465
