nll,nlpd,nll_val,nlpd_val
1.4795005,8.086901,1.486702,8.109493
1.476187,6.6493015,1.4834032,6.767201
1.4749386,5.4779043,1.4822375,5.6043844
1.4739288,5.0930266,1.4814205,5.025108
1.4710481,4.631183,1.4785821,4.813031
1.4703104,4.359934,1.4778954,4.2876883
1.469958,4.8090696,1.4775133,4.668357
1.4664336,4.499025,1.4741315,4.490008
1.4649187,4.001821,1.4726881,3.9345918
1.4628284,3.9556575,1.4706944,4.0564256
1.4609745,4.1470966,1.46892,3.935568
1.4589725,4.073072,1.466931,4.0228357
1.4569193,3.9350135,1.4648893,3.8217473
1.4570543,3.9084868,1.4649981,4.090772
1.458104,3.676905,1.4660616,3.6821394
1.4563315,3.582858,1.4642854,3.5312874
1.4549632,3.6744914,1.4630185,3.5749402
1.4520282,3.532383,1.4601227,3.591907
1.448777,3.6818528,1.4570262,3.6467302
1.448333,3.7199855,1.4565855,3.7730594
1.4471962,3.5428517,1.4554888,3.7212412
1.4476565,3.5757174,1.4559654,3.5278711
1.4465159,3.5546386,1.4548664,3.5717087
1.4461246,3.194238,1.4544876,3.2380512
1.4453855,3.4877381,1.4538416,3.4552717
1.4465669,3.4966328,1.4549727,3.4735224
1.4432435,3.3722305,1.4518212,3.3941472
1.4433143,3.521065,1.4518946,3.524856
1.4433148,3.1981137,1.451887,3.3066642
1.4428988,3.3052843,1.4515513,3.268963
1.4411157,3.3587806,1.4498653,3.2895074
1.4396646,3.2006574,1.4485387,3.2134528
1.4390535,3.2255862,1.4480176,3.2948134
1.437419,3.3246133,1.4465133,3.425637
1.4361359,3.0485117,1.4452871,3.2312698
1.4349496,3.0933523,1.4441938,3.1453586
1.4342644,3.0690327,1.4435799,3.1247125
1.4342555,3.0444925,1.4435755,3.0705554
1.43201,2.901157,1.4414749,2.9292645
1.4322945,3.1107514,1.4417344,3.1326156
1.4313303,3.0824842,1.4408146,3.1696398
1.4306742,3.1904187,1.4401988,3.1731396
1.4297498,2.9174323,1.4393228,2.9487092
1.4296724,3.0365796,1.4392625,3.0134337
1.4290777,3.043276,1.4386749,2.9986906
1.42817,2.7719893,1.4378542,2.726058
1.428755,3.0858727,1.4383979,3.022533
1.4297909,3.065028,1.4393615,3.0699182
1.4296061,3.0088081,1.4391991,3.0051563
1.4293404,2.9260442,1.4389508,2.85307
1.429098,2.8511612,1.4387062,2.9610345
1.4303697,2.825953,1.4398936,2.8972018
1.4305941,2.8012862,1.4401093,2.932572
1.4301337,2.9671373,1.4396876,2.9278774
1.4291213,3.0519805,1.4387581,3.0719783
1.429015,2.9234061,1.4386636,2.880039
1.4296203,3.0467267,1.4392339,2.9641771
1.428634,2.8568015,1.4383465,2.8069336
1.4283353,3.0003724,1.4380714,3.0077755
1.4278812,3.0366142,1.4376448,2.88583
1.4287095,2.6566637,1.4384223,2.7393749
1.4285291,3.01134,1.4382573,3.0725775
1.4285359,2.7711365,1.4382751,2.8106048
1.4280525,2.7954068,1.4378209,2.728771
1.4278122,3.0111096,1.4375784,2.9767435
1.4282322,2.817216,1.4379661,2.7735405
1.4269046,2.8227358,1.4367046,2.8920536
1.4262166,2.7769244,1.436082,2.8001606
1.4262278,2.8593168,1.4360933,2.7984643
1.4266461,2.7777374,1.436486,2.8190534
1.4266448,2.7343583,1.4364766,2.8800619
1.4263377,2.8234136,1.4361817,2.8446608
1.4253367,2.7466354,1.4352369,2.7620275
1.4242703,2.7065444,1.4342444,2.7246683
1.4242723,2.8510149,1.4342539,2.8375437
1.4244848,2.8003373,1.4344524,2.7815256
1.4256704,2.6631052,1.4355699,2.7084498
1.4256756,2.6580243,1.435579,2.7442927
1.4260136,2.6833956,1.4358916,2.698562
1.4249574,2.6134903,1.434911,2.6267912
1.4244529,2.7402368,1.4344394,2.8308778
1.4240751,2.7425969,1.4340686,2.7728586
1.4239564,2.8225617,1.433972,2.877108
1.4229273,2.7435668,1.4330955,2.8175156
1.4231606,2.7408874,1.43331,2.7642312
1.4226242,2.7738273,1.4328414,2.7725143
1.4226534,2.733777,1.4328626,2.7621717
1.4224544,2.6371522,1.4326777,2.647218
1.4225775,2.7195692,1.4327959,2.7129593
1.4228729,2.715062,1.4330646,2.7503011
1.4219605,2.6507013,1.4322687,2.6548877
1.4213624,2.7302048,1.4317169,2.8220556
1.4212663,2.6626163,1.4316314,2.684444
1.4213477,2.6871057,1.43172,2.5928159
1.4208934,2.7731562,1.4312763,2.749744
1.4204029,2.6454792,1.4308218,2.690953
1.419724,2.5185149,1.4302224,2.5209167
1.4197474,2.5117521,1.430261,2.5092366
1.419809,2.6225283,1.4303156,2.67558
1.4198815,2.578376,1.4303803,2.5449672
1.4202571,2.693736,1.4307127,2.7314374
1.4202017,2.5409484,1.4306583,2.6202705
1.4199634,2.6536648,1.4304583,2.6782663
1.4200189,2.47998,1.4305078,2.5739856
1.4196424,2.6265006,1.4301829,2.7005556
1.4196136,2.6468143,1.4301571,2.655117
1.4197559,2.557132,1.4302841,2.6109533
1.4197643,2.5842133,1.4302845,2.6100693
1.4199454,2.6819785,1.4304454,2.6933463
1.4197632,2.5421088,1.4302931,2.6186304
1.4195716,2.6297848,1.4301121,2.636404
1.4195791,2.5875022,1.4301329,2.556072
1.4190413,2.596574,1.4296356,2.6218202
1.4189972,2.657654,1.429601,2.630805
1.4186368,2.4838157,1.4292806,2.5553105
1.418661,2.7417297,1.4292947,2.6979437
1.4183364,2.412541,1.4290124,2.4642715
1.4183513,2.4828205,1.4290262,2.5367138
1.4184047,2.505892,1.4290737,2.5571003
1.4182802,2.5138047,1.4289726,2.557828
1.4181151,2.638554,1.4288359,2.695381
1.4179446,2.5110946,1.4286678,2.5042942
1.4175978,2.3910303,1.4283712,2.45122
1.4176118,2.5069501,1.4283831,2.51589
1.4175519,2.4593084,1.4283257,2.5627809
1.4174328,2.548371,1.4282223,2.5656362
1.417445,2.473646,1.4282361,2.5601716
1.4169034,2.4390965,1.4277434,2.43714
1.4169252,2.5574656,1.4277588,2.5623488
1.4170517,2.4249644,1.427872,2.5121849
1.416682,2.4568102,1.4275572,2.4410093
1.4166634,2.4763122,1.4275447,2.4837508
1.4166797,2.504517,1.4275588,2.522963
1.4168153,2.5351996,1.4276747,2.5818143
1.4168729,2.4186227,1.4277234,2.476481
1.416746,2.4797752,1.4276094,2.5771525
1.4164703,2.4501274,1.4273826,2.4578736
1.4167224,2.4611044,1.4275964,2.4807327
1.4164656,2.387363,1.4273837,2.4379272
1.416404,2.4229264,1.4273268,2.4693837
